fecha,real,lstm,gru,arima,error_lstm,error_gru,error_arima,dir_lstm,dir_gru,dir_arima,in_sample
1993-10-04,3167.6,3325.81,3311.42,3185.39,158.21,143.82,17.79,0,0,0,True
1993-10-05,3210.4,3329.42,3309.49,3165.71,119.02,99.09,44.69,1,1,0,True
1993-10-06,3242.5,3336.37,3322.04,3219.06,93.87,79.54,23.43,1,1,1,True
1993-10-07,3237.7,3347.98,3342.4,3253.2,110.29,104.7,15.51,0,0,0,True
1993-10-08,3259.7,3359.5,3352.89,3236.56,99.8,93.2,23.14,1,1,0,True
1993-10-11,3285.2,3371.78,3364.27,3265.12,86.59,79.07,20.07,1,1,1,True
1993-10-13,3291.3,3385.7,3379.88,3296.11,94.41,88.59,4.81,1,1,1,True
1993-10-14,3316.9,3398.97,3391.6,3295.35,82.08,74.71,21.55,1,1,1,True
1993-10-15,3339.2,3412.97,3406.16,3324.1,73.77,66.96,15.1,1,1,1,True
1993-10-18,3356.0,3427.92,3422.12,3348.39,71.93,66.13,7.6,1,1,1,True
1993-10-19,3352.4,3443.11,3436.72,3363.47,90.71,84.32,11.07,0,0,0,True
1993-10-20,3382.8,3455.46,3443.5,3354.38,72.66,60.71,28.42,1,1,1,True
1993-10-21,3407.8,3468.2,3456.39,3392.84,60.4,48.6,14.96,1,1,1,True
1993-10-22,3478.1,3482.36,3473.17,3417.69,4.27,4.92,60.4,1,1,1,True
1993-10-25,3456.6,3504.06,3506.11,3499.07,47.47,49.51,42.48,0,0,0,True
1993-10-26,3436.7,3523.48,3519.39,3459.52,86.78,82.69,22.83,0,0,0,True
1993-10-27,3396.6,3535.83,3516.84,3434.58,139.23,120.24,37.98,0,0,1,True
1993-10-28,3429.3,3537.29,3501.06,3393.75,108.0,71.76,35.55,1,1,0,True
1993-10-29,3449.6,3537.11,3502.43,3437.77,87.51,52.83,11.83,1,1,1,True
1993-11-02,3436.8,3538.98,3513.2,3455.11,102.18,76.4,18.32,0,0,0,True
1993-11-03,3450.5,3540.15,3515.57,3426.52,89.66,65.08,23.97,1,1,0,True
1993-11-04,3428.0,3542.61,3519.59,3451.67,114.62,91.59,23.68,0,0,0,True
1993-11-05,3348.2,3542.57,3514.92,3429.87,194.38,166.72,81.67,0,0,0,True
1993-11-08,3341.8,3531.01,3484.9,3328.06,189.21,143.1,13.74,0,0,1,True
1993-11-09,3364.3,3514.5,3463.09,3338.1,150.2,98.79,26.2,1,1,0,True
1993-11-10,3358.2,3501.26,3460.82,3370.96,143.06,102.62,12.76,0,0,0,True
1993-11-11,3358.4,3491.35,3460.01,3349.8,132.95,101.61,8.59,1,1,0,True
1993-11-12,3354.2,3484.91,3458.62,3352.96,130.71,104.43,1.24,0,0,1,True
1993-11-15,3371.7,3480.84,3455.93,3354.42,109.14,84.23,17.27,1,1,1,True
1993-11-16,3405.6,3480.91,3459.91,3376.44,75.31,54.31,29.16,1,1,1,True
1993-11-17,3445.5,3487.48,3474.22,3413.32,41.98,28.72,32.17,1,1,1,True
1993-11-18,3435.7,3501.46,3496.4,3455.11,65.77,60.71,19.41,0,0,0,True
1993-11-19,3415.8,3515.67,3506.0,3433.82,99.87,90.21,18.02,0,0,1,True
1993-11-22,3356.6,3524.87,3502.63,3413.29,168.27,146.03,56.69,0,0,1,True
1993-11-23,3327.1,3522.16,3480.15,3345.67,195.06,153.05,18.57,0,0,1,True
1993-11-24,3288.9,3509.76,3456.24,3321.05,220.87,167.34,32.16,0,0,1,True
1993-11-25,3320.2,3489.52,3431.35,3279.06,169.32,111.16,41.14,1,1,0,True
1993-11-26,3334.8,3472.64,3427.92,3326.11,137.85,93.12,8.69,1,1,1,True
1993-11-29,3313.1,3462.42,3433.68,3339.18,149.33,120.59,26.08,0,0,0,True
1993-11-30,3280.1,3454.67,3429.75,3302.62,174.57,149.66,22.52,0,0,1,True
1993-12-01,3348.5,3445.2,3414.51,3269.9,96.7,66.02,78.6,1,1,0,True
1993-12-02,3380.9,3445.11,3427.24,3368.76,64.22,46.35,12.14,1,1,1,True
1993-12-03,3417.2,3454.24,3449.45,3388.1,37.04,32.25,29.1,1,1,1,True
1993-12-07,3422.1,3471.26,3473.76,3418.39,49.16,51.66,3.7,1,1,1,True
1993-12-09,3460.7,3490.09,3488.41,3426.56,29.4,27.71,34.13,1,1,1,True
1993-12-10,3457.6,3511.52,3507.79,3471.92,53.92,50.2,14.32,0,0,0,True
1993-12-13,3460.1,3530.26,3518.81,3460.7,70.16,58.71,0.6,1,1,1,True
1993-12-14,3417.3,3544.65,3524.7,3457.94,127.35,107.4,40.64,0,0,1,True
1993-12-15,3417.0,3548.79,3513.75,3410.87,131.8,96.75,6.13,0,0,1,True
1993-12-16,3442.8,3546.8,3505.78,3414.43,104.0,62.98,28.37,1,1,0,True
1993-12-17,3453.5,3545.37,3511.27,3453.65,91.87,57.77,0.15,1,1,1,True
1993-12-20,3518.5,3546.02,3519.75,3451.5,27.53,1.25,66.99,1,1,0,True
1993-12-21,3547.6,3556.14,3545.58,3533.63,8.54,2.02,13.96,1,1,1,True
1993-12-22,3562.8,3573.43,3571.54,3558.33,10.63,8.74,4.47,1,1,1,True
1993-12-23,3616.4,3593.56,3590.1,3562.85,22.84,26.29,53.55,1,1,1,True
1993-12-27,3631.5,3618.7,3617.01,3635.16,12.8,14.49,3.67,1,1,1,True
1993-12-28,3574.3,3644.26,3638.6,3638.87,69.97,64.31,64.57,0,0,0,True
1993-12-29,3512.5,3658.33,3630.92,3556.17,145.83,118.42,43.67,0,0,1,True
1993-12-30,3567.6,3655.95,3602.77,3496.75,88.35,35.18,70.85,1,1,0,True
1993-12-31,3615.2,3652.55,3604.27,3587.28,37.35,10.93,27.92,1,1,1,True
1994-01-03,3654.5,3655.68,3626.28,3623.22,1.19,28.22,31.28,1,1,1,True
1994-01-04,3630.3,3667.03,3652.98,3654.84,36.73,22.69,24.54,0,1,0,True
1994-01-05,3621.2,3677.74,3659.04,3624.44,56.55,37.84,3.24,0,0,1,True
1994-01-07,3636.4,3685.13,3656.14,3619.94,48.73,19.74,16.45,1,1,0,True
1994-01-10,3660.6,3691.55,3659.43,3647.51,30.95,1.17,13.09,1,1,1,True
1994-01-11,3712.4,3699.63,3670.9,3664.63,12.76,41.5,47.77,1,1,1,True
1994-01-12,3680.1,3714.07,3695.38,3723.93,33.97,15.29,43.84,0,1,0,True
1994-01-13,3680.8,3725.33,3699.63,3667.95,44.53,18.84,12.84,1,1,0,True
1994-01-14,3736.4,3733.07,3698.83,3679.48,3.33,37.56,56.92,1,1,0,True
1994-01-17,3729.1,3744.94,3718.14,3760.63,15.84,10.95,31.54,0,1,0,True
1994-01-18,3757.0,3756.2,3730.32,3722.11,0.8,26.67,34.88,1,1,0,True
1994-01-19,3811.3,3768.87,3745.35,3759.33,42.43,65.94,51.97,1,0,1,True
1994-01-20,3794.4,3787.29,3774.59,3829.27,7.11,19.81,34.88,1,1,0,True
1994-01-21,3790.5,3803.54,3786.35,3787.33,13.04,4.15,3.17,0,1,1,True
1994-01-24,3762.6,3815.37,3788.29,3789.97,52.77,25.7,27.38,0,1,1,True
1994-01-25,3811.5,3819.32,3778.48,3760.62,7.83,33.02,50.88,1,1,0,True
1994-01-26,3874.6,3824.91,3790.54,3825.82,49.68,84.06,48.77,1,0,1,True
1994-01-27,3875.9,3838.85,3824.65,3888.49,37.04,51.24,12.59,0,0,1,True
1994-01-28,3915.7,3855.15,3846.01,3867.72,60.54,69.68,47.98,0,0,0,True
1994-01-31,3980.5,3875.13,3869.52,3924.17,105.36,110.98,56.32,0,0,1,True
1994-02-01,3896.9,3902.21,3907.46,4002.82,5.31,10.57,105.92,1,1,0,True
1994-02-02,3947.0,3917.62,3899.24,3874.21,29.37,47.75,72.78,1,1,0,True
1994-02-03,3924.6,3930.74,3906.51,3961.05,6.14,18.08,36.45,1,1,0,True
1994-02-04,3947.4,3937.74,3906.77,3924.05,9.65,40.63,23.34,1,0,0,True
1994-02-07,3868.8,3943.44,3914.3,3952.32,74.64,45.51,83.52,1,1,0,True
1994-02-08,3918.4,3937.42,3890.45,3861.1,19.02,27.95,57.3,1,1,0,True
1994-02-09,3910.5,3932.81,3891.22,3917.65,22.31,19.28,7.15,0,1,1,True
1994-02-10,3888.0,3928.98,3893.69,3920.02,40.98,5.69,32.03,0,1,0,True
1994-02-11,3849.3,3923.4,3885.89,3873.8,74.1,36.59,24.5,0,1,1,True
1994-02-14,3828.5,3912.88,3865.35,3851.07,84.38,36.85,22.57,0,0,0,True
1994-02-15,3828.5,3898.91,3844.94,3825.15,70.41,16.45,3.35,0,0,1,True
1994-02-16,3836.2,3885.6,3834.47,3828.19,49.4,1.73,8.0,1,1,0,True
1994-02-17,3850.5,3875.99,3833.02,3834.64,25.49,17.48,15.86,1,0,0,True
1994-02-18,3808.2,3871.85,3838.2,3850.66,63.66,30.0,42.47,0,1,0,True
1994-02-21,3728.5,3865.79,3825.45,3802.36,137.29,96.96,73.86,0,0,1,True
1994-02-22,3744.3,3849.26,3785.65,3715.61,104.96,41.35,28.68,1,1,0,True
1994-02-23,3777.0,3831.97,3766.64,3750.2,54.97,10.36,26.8,1,1,1,True
1994-02-24,3710.0,3821.54,3772.84,3783.21,111.54,62.85,73.22,0,1,0,True
1994-02-25,3704.2,3807.79,3753.89,3690.1,103.6,49.69,14.1,0,0,1,True
1994-02-28,3739.7,3793.68,3736.09,3704.22,53.98,3.61,35.47,1,1,1,True
1994-03-01,3656.8,3786.32,3740.56,3750.53,129.52,83.76,93.74,0,0,0,True
1994-03-02,3568.1,3772.97,3715.6,3639.51,204.87,147.51,71.42,0,0,1,True
1994-03-03,3625.5,3747.0,3669.19,3560.24,121.5,43.7,65.26,1,1,0,True
1994-03-04,3688.6,3726.06,3660.13,3641.67,37.47,28.47,46.93,1,1,1,True
1994-03-07,3757.4,3719.61,3682.26,3679.06,37.79,75.13,78.34,1,0,0,True
1994-03-08,3726.7,3730.73,3721.0,3756.45,4.03,5.69,29.75,1,1,1,True
1994-03-09,3699.3,3745.09,3732.96,3725.12,45.79,33.67,25.83,0,0,1,True
1994-03-10,3691.2,3754.8,3723.6,3700.07,63.61,32.4,8.87,0,0,0,True
1994-03-11,3665.2,3759.16,3713.89,3699.41,93.97,48.7,34.21,0,0,0,True
1994-03-14,3732.4,3756.5,3701.85,3657.57,24.1,30.55,74.83,1,1,0,True
1994-03-15,3783.3,3759.23,3717.94,3741.76,24.06,65.36,41.54,1,0,1,True
1994-03-16,3743.6,3771.05,3751.2,3786.73,27.45,7.61,43.14,1,1,0,True
1994-03-17,3740.0,3780.46,3755.26,3728.38,40.46,15.27,11.61,0,0,1,True
1994-03-18,3705.1,3786.37,3750.91,3746.6,81.27,45.81,41.51,0,0,0,True
1994-03-21,3666.6,3784.9,3735.7,3705.7,118.3,69.1,39.1,0,0,0,True
1994-03-22,3670.0,3774.79,3712.76,3660.95,104.8,42.77,9.05,1,1,0,True
1994-03-23,3682.2,3762.35,3702.14,3675.41,80.16,19.95,6.78,1,1,1,True
1994-03-24,3624.9,3752.5,3702.06,3683.27,127.61,77.17,58.37,0,0,0,True
1994-03-25,3610.1,3738.36,3684.0,3613.53,128.26,73.9,3.43,0,0,1,True
1994-03-28,3592.8,3722.38,3665.9,3613.28,129.59,73.1,20.49,0,0,0,True
1994-03-29,3552.2,3705.97,3650.78,3594.25,153.77,98.58,42.05,0,0,0,True
1994-03-30,3489.1,3686.86,3629.47,3544.31,197.77,140.37,55.21,0,0,1,True
1994-03-31,3489.1,3661.39,3595.72,3482.38,172.3,106.63,6.72,0,0,1,True
1994-04-05,3483.4,3636.82,3575.38,3493.86,153.42,91.99,10.46,0,0,0,True
1994-04-06,3521.1,3616.17,3564.49,3480.92,95.07,43.4,40.17,1,1,0,True
1994-04-07,3525.3,3605.88,3571.38,3523.42,80.58,46.08,1.88,1,1,1,True
1994-04-08,3556.4,3603.27,3578.14,3524.38,46.87,21.74,32.02,1,1,0,True
1994-04-11,3587.4,3608.96,3590.92,3559.21,21.56,3.52,28.18,1,1,1,True
1994-04-12,3589.5,3621.89,3608.76,3592.84,32.4,19.26,3.35,1,1,1,True
1994-04-13,3545.5,3636.54,3619.72,3586.09,91.04,74.23,40.59,0,0,1,True
1994-04-14,3498.6,3643.69,3610.15,3539.49,145.1,111.55,40.89,0,0,1,True
1994-04-15,3460.2,3639.42,3587.02,3495.25,179.22,126.82,35.06,0,0,1,True
1994-04-18,3361.7,3624.8,3560.9,3457.63,263.1,199.21,95.94,0,0,1,True
1994-04-19,3394.4,3594.51,3514.52,3343.78,200.12,120.12,50.62,1,1,0,True
1994-04-20,3344.9,3565.27,3496.95,3406.52,220.37,152.05,61.63,0,0,0,True
1994-04-21,3364.4,3535.35,3475.67,3337.83,170.95,111.28,26.57,1,1,0,True
1994-04-22,3459.7,3512.57,3468.24,3362.77,52.88,8.54,96.93,1,1,0,True
1994-04-25,3459.7,3509.69,3496.95,3480.17,49.99,37.26,20.47,0,0,0,True
1994-04-26,3497.9,3517.81,3516.89,3451.76,19.91,18.99,46.13,1,1,0,True
1994-04-27,3535.0,3535.01,3537.24,3504.53,0.01,2.25,30.47,1,1,1,True
1994-04-28,3504.3,3558.69,3560.86,3539.6,54.39,56.56,35.3,0,0,0,True
1994-04-29,3520.7,3577.65,3564.46,3494.37,56.95,43.77,26.33,1,1,0,True
1994-05-03,3432.0,3592.78,3569.22,3524.68,160.78,137.23,92.68,0,0,0,True
1994-05-04,3363.6,3591.85,3543.99,3417.88,228.26,180.4,54.29,0,0,1,True
1994-05-05,3425.8,3573.67,3503.71,3355.58,147.87,77.92,70.21,1,1,0,True
1994-05-06,3447.1,3557.53,3501.32,3437.75,110.44,54.22,9.34,1,1,1,True
1994-05-09,3397.5,3548.23,3513.2,3448.05,150.73,115.7,50.55,0,0,0,True
1994-05-10,3477.0,3537.78,3503.55,3393.63,60.78,26.55,83.37,1,1,0,True
1994-05-11,3481.7,3538.62,3520.12,3492.87,56.93,38.43,11.17,1,1,1,True
1994-05-12,3547.5,3546.03,3535.21,3471.24,1.47,12.29,76.25,1,1,0,True
1994-05-13,3569.9,3564.03,3563.96,3557.67,5.87,5.93,12.23,1,1,1,True
1994-05-16,3622.6,3587.47,3589.03,3568.82,35.13,33.57,53.78,1,1,0,True
1994-05-17,3626.2,3616.5,3619.24,3625.55,9.69,6.95,0.64,0,0,1,True
1994-05-18,3646.0,3644.02,3638.13,3623.5,1.98,7.87,22.49,1,1,0,True
1994-05-19,3626.3,3668.56,3653.64,3645.98,42.26,27.34,19.68,0,0,1,True
1994-05-20,3663.9,3684.84,3656.09,3621.3,20.94,7.8,42.6,1,1,0,True
1994-05-23,3649.6,3698.92,3668.66,3666.81,49.32,19.07,17.21,0,0,0,True
1994-05-24,3631.5,3707.79,3673.21,3646.1,76.29,41.71,14.61,0,0,1,True
1994-05-25,3556.6,3710.16,3668.47,3629.82,153.57,111.87,73.22,0,0,1,True
1994-05-26,3578.1,3699.17,3640.31,3548.93,121.08,62.22,29.17,1,1,0,True
1994-05-27,3560.9,3685.9,3629.21,3580.31,125.01,68.31,19.41,0,0,0,True
1994-05-30,3561.9,3671.77,3620.96,3558.8,109.87,59.07,3.1,1,1,0,True
1994-05-31,3512.6,3659.85,3616.42,3564.07,147.25,103.83,51.47,0,0,0,True
1994-06-01,3439.7,3644.89,3597.7,3513.08,205.2,158.0,73.39,0,0,0,True
1994-06-02,3476.3,3621.48,3560.98,3431.93,145.19,84.68,44.37,1,1,0,True
1994-06-03,3507.4,3602.31,3550.71,3483.67,94.91,43.32,23.73,1,1,1,True
1994-06-06,3509.4,3592.8,3559.76,3509.69,83.4,50.36,0.3,1,1,1,True
1994-06-07,3466.0,3590.27,3566.77,3511.69,124.27,100.77,45.69,0,0,0,True
1994-06-08,3484.2,3586.13,3554.65,3465.35,101.94,70.46,18.84,1,1,0,True
1994-06-09,3465.9,3584.01,3551.06,3485.62,118.12,85.17,19.73,0,0,0,True
1994-06-10,3495.7,3580.91,3545.13,3461.95,85.21,49.43,33.75,1,1,0,True
1994-06-13,3440.0,3581.52,3551.12,3498.72,141.52,111.12,58.72,0,0,0,True
1994-06-14,3455.3,3576.77,3537.74,3437.19,121.47,82.44,18.1,1,1,0,True
1994-06-15,3399.6,3571.77,3532.08,3456.56,172.17,132.49,56.97,0,0,0,True
1994-06-16,3329.8,3560.3,3512.46,3398.64,230.5,182.66,68.84,0,0,1,True
1994-06-17,3296.2,3538.24,3476.44,3323.71,242.04,180.24,27.51,0,0,1,True
1994-06-20,3237.9,3509.93,3443.66,3299.14,272.04,205.76,61.25,0,0,0,True
1994-06-21,3166.5,3475.66,3407.51,3231.81,309.16,241.01,65.31,0,0,1,True
1994-06-22,3215.3,3434.84,3363.26,3159.59,219.54,147.97,55.71,1,1,0,True
1994-06-23,3264.1,3403.63,3352.12,3224.93,139.53,88.02,39.17,1,1,1,True
1994-06-24,3189.0,3389.09,3367.21,3270.24,200.09,178.21,81.24,0,0,0,True
1994-06-27,3174.3,3376.08,3352.57,3182.0,201.79,178.27,7.7,0,0,1,True
1994-06-28,3228.9,3363.8,3332.99,3182.9,134.9,104.1,45.99,1,1,1,True
1994-06-29,3238.8,3360.75,3340.39,3231.26,121.95,101.59,7.54,1,1,1,True
1994-06-30,3200.7,3364.27,3352.35,3230.45,163.57,151.65,29.76,0,0,1,True
1994-07-01,3182.4,3365.51,3345.77,3201.57,183.12,163.37,19.17,0,0,0,True
1994-07-04,3204.1,3362.71,3332.64,3186.29,158.61,128.55,17.8,1,1,1,True
1994-07-05,3136.6,3360.83,3332.32,3203.4,224.23,195.72,66.81,0,0,1,True
1994-07-06,3093.9,3351.05,3312.06,3125.75,257.15,218.16,31.85,0,0,1,True
1994-07-07,3093.8,3333.07,3282.77,3096.84,239.27,188.97,3.04,0,0,0,True
1994-07-08,3118.6,3313.69,3265.54,3097.09,195.1,146.94,21.51,1,1,1,True
1994-07-11,3147.7,3301.16,3266.31,3114.95,153.47,118.62,32.74,1,1,0,True
1994-07-12,3183.6,3297.03,3278.46,3153.31,113.43,94.86,30.28,1,1,1,True
1994-07-13,3217.4,3302.22,3297.81,3190.48,84.82,80.41,26.91,1,1,1,True
1994-07-14,3235.7,3315.39,3320.25,3221.09,79.7,84.55,14.61,1,1,1,True
1994-07-15,3234.0,3333.35,3339.05,3235.72,99.35,105.06,1.73,0,0,0,True
1994-07-18,3263.9,3350.62,3348.51,3232.34,86.72,84.61,31.55,1,1,0,True
1994-07-19,3273.2,3368.05,3362.81,3265.96,94.86,89.61,7.23,1,1,1,True
1994-07-20,3253.6,3383.8,3375.46,3270.13,130.21,121.86,16.53,0,0,1,True
1994-07-21,3254.8,3393.47,3375.9,3249.87,138.67,121.1,4.92,1,1,0,True
1994-07-22,3288.4,3398.41,3374.95,3257.87,110.02,86.55,30.52,1,1,1,True
1994-07-25,3304.8,3404.43,3386.17,3288.98,99.63,81.38,15.82,1,1,1,True
1994-07-26,3354.0,3412.23,3400.09,3302.87,58.24,46.1,51.13,1,1,0,True
1994-07-27,3336.3,3426.07,3423.94,3361.66,89.77,87.65,25.37,0,0,0,True
1994-07-28,3313.9,3438.59,3432.36,3333.41,124.7,118.46,19.51,0,0,1,True
1994-07-29,3364.2,3445.42,3427.15,3310.76,81.22,62.95,53.44,1,1,0,True
1994-08-01,3427.9,3454.6,3439.71,3371.05,26.7,11.81,56.84,1,1,1,True
1994-08-02,3445.9,3471.87,3471.08,3425.87,25.97,25.18,20.02,1,1,0,True
1994-08-03,3434.4,3492.96,3496.4,3445.6,58.56,62.0,11.2,0,0,1,True
1994-08-04,3433.0,3511.04,3504.83,3437.38,78.05,71.83,4.38,0,0,0,True
1994-08-05,3454.3,3524.32,3506.97,3431.89,70.02,52.67,22.4,1,1,0,True
1994-08-08,3469.2,3535.66,3515.41,3451.89,66.47,46.22,17.31,1,1,0,True
1994-08-09,3438.4,3546.16,3526.58,3467.19,107.76,88.18,28.79,0,0,1,True
1994-08-10,3440.2,3550.6,3522.92,3435.4,110.41,82.73,4.79,1,1,0,True
1994-08-11,3408.2,3551.42,3519.36,3444.37,143.22,111.16,36.17,0,0,0,True
1994-08-12,3342.9,3546.23,3507.62,3402.11,203.34,164.72,59.21,0,0,1,True
1994-08-15,3342.9,3530.48,3478.69,3334.33,187.58,135.79,8.57,0,0,1,True
1994-08-16,3320.1,3511.91,3460.66,3349.15,191.81,140.56,29.05,0,0,0,True
1994-08-17,3301.3,3492.29,3445.49,3313.02,190.99,144.19,11.72,0,0,1,True
1994-08-18,3273.1,3473.12,3430.76,3300.16,200.02,157.67,27.07,0,0,1,True
1994-08-19,3260.4,3453.87,3412.91,3275.51,193.47,152.52,15.12,0,0,0,True
1994-08-22,3228.9,3436.2,3398.1,3258.58,207.3,169.21,29.68,0,0,1,True
1994-08-23,3246.8,3418.31,3379.74,3225.5,171.51,132.94,21.3,1,1,0,True
1994-08-24,3267.9,3405.54,3374.14,3250.15,137.64,106.25,17.74,1,1,1,True
1994-08-25,3290.2,3400.31,3379.94,3270.03,110.11,89.74,20.17,1,1,1,True
1994-08-26,3322.9,3402.7,3391.55,3291.96,79.8,68.65,30.93,1,1,1,True
1994-08-29,3366.7,3412.77,3409.08,3330.42,46.07,42.38,36.27,1,1,1,True
1994-08-30,3352.2,3430.66,3433.42,3371.04,78.46,81.22,18.84,0,0,0,True
1994-08-31,3337.0,3447.64,3442.78,3348.63,110.65,105.78,11.63,0,0,1,True
1994-09-01,3276.8,3459.1,3440.64,3337.45,182.3,163.84,60.66,0,0,0,True
1994-09-02,3239.7,3457.84,3418.88,3268.68,218.14,179.19,28.99,0,0,1,True
1994-09-05,3189.5,3445.22,3392.77,3232.36,255.72,203.27,42.86,0,0,1,True
1994-09-06,3135.2,3422.34,3361.89,3182.58,287.15,226.69,47.38,0,0,1,True
1994-09-07,3176.5,3391.03,3325.58,3126.23,214.53,149.09,50.27,1,1,0,True
1994-09-08,3262.5,3365.89,3318.1,3186.17,103.39,55.61,76.33,1,1,1,True
1994-09-09,3232.7,3359.43,3346.82,3272.12,126.74,114.13,39.43,0,0,0,True
1994-09-12,3184.7,3360.21,3356.83,3229.34,175.51,172.14,44.65,0,0,1,True
1994-09-13,3227.1,3358.27,3341.42,3191.74,131.18,114.32,35.36,1,1,1,True
1994-09-14,3208.5,3360.46,3343.54,3233.5,151.96,135.05,25.01,0,0,0,True
1994-09-15,3259.1,3362.08,3342.64,3189.82,102.98,83.55,69.28,1,1,0,True
1994-09-16,3218.6,3369.47,3358.03,3270.14,150.88,139.43,51.55,0,0,0,True
1994-09-19,3210.1,3373.48,3355.66,3215.99,163.38,145.56,5.89,0,0,1,True
1994-09-20,3166.1,3373.74,3348.06,3209.84,207.65,181.97,43.74,0,0,1,True
1994-09-21,3142.7,3366.31,3329.06,3163.73,223.62,186.37,21.04,0,0,1,True
1994-09-22,3140.9,3353.02,3309.24,3136.52,212.12,168.34,4.38,0,0,1,True
1994-09-23,3193.7,3338.66,3297.87,3143.5,144.96,104.17,50.19,1,1,1,True
1994-09-26,3175.6,3332.96,3310.33,3198.41,157.36,134.74,22.82,0,0,0,True
1994-09-27,3175.7,3330.56,3314.35,3173.58,154.87,138.66,2.12,1,1,0,True
1994-09-28,3234.9,3330.21,3314.0,3180.91,95.31,79.1,53.99,1,1,1,True
1994-09-29,3192.2,3338.49,3333.0,3242.94,146.3,140.81,50.74,0,0,0,True
1994-09-30,3176.6,3344.51,3332.72,3177.97,167.91,156.12,1.37,0,0,1,True
1994-10-03,3149.1,3346.12,3323.64,3182.08,197.02,174.54,32.98,0,0,0,True
1994-10-04,3165.2,3341.57,3308.85,3148.07,176.37,143.66,17.12,1,1,0,True
1994-10-05,3100.0,3336.56,3305.66,3161.26,236.57,205.66,61.26,0,0,1,True
1994-10-06,3105.3,3323.9,3284.23,3096.24,218.6,178.93,9.06,1,1,0,True
1994-10-07,3122.9,3310.81,3270.52,3110.47,187.91,147.62,12.42,1,1,1,True
1994-10-10,3159.3,3301.59,3270.43,3124.91,142.3,111.13,34.39,1,1,1,True
1994-10-11,3173.4,3300.26,3284.2,3157.56,126.86,110.8,15.84,1,1,0,True
1994-10-13,3278.0,3305.0,3297.91,3182.18,27.01,19.91,95.81,1,1,1,True
1994-10-14,3247.0,3324.48,3339.66,3288.22,77.48,92.66,41.23,0,0,0,True
1994-10-17,3242.8,3346.32,3357.01,3241.55,103.53,114.22,1.24,0,0,1,True
1994-10-18,3189.4,3364.22,3360.58,3243.39,174.82,171.18,53.99,0,0,0,True
1994-10-19,3188.2,3370.06,3343.92,3186.43,181.86,155.72,1.77,0,0,1,True
1994-10-20,3184.2,3368.31,3332.23,3170.33,184.12,148.03,13.87,0,0,1,True
1994-10-21,3149.2,3362.47,3326.34,3186.81,213.28,177.14,37.61,0,0,0,True
1994-10-24,3155.0,3351.08,3312.17,3145.27,196.08,157.18,9.72,1,1,0,True
1994-10-25,3108.0,3339.46,3304.43,3164.24,231.47,196.43,56.25,0,0,0,True
1994-10-26,3101.4,3323.81,3285.55,3103.3,222.41,184.15,1.9,0,0,1,True
1994-10-27,3131.1,3308.8,3270.59,3100.83,177.71,139.49,30.27,1,1,0,True
1994-10-28,3186.6,3299.91,3272.94,3137.81,113.31,86.35,48.79,1,1,1,True
1994-10-31,3194.5,3302.32,3295.14,3187.08,107.82,100.64,7.42,1,1,1,True
1994-11-02,3155.7,3311.27,3312.29,3202.89,155.58,156.59,47.19,0,0,0,True
1994-11-03,3185.5,3317.47,3307.11,3156.19,131.97,121.61,29.31,1,1,1,True
1994-11-04,3202.9,3324.53,3310.86,3186.19,121.63,107.97,16.7,1,1,1,True
1994-11-07,3172.7,3333.5,3321.4,3193.95,160.81,148.7,21.26,0,0,1,True
1994-11-08,3166.1,3337.87,3318.22,3167.97,171.78,152.12,1.87,0,0,1,True
1994-11-10,3232.3,3338.11,3311.83,3175.26,105.82,79.53,57.04,1,1,1,True
1994-11-11,3229.3,3344.62,3330.46,3232.89,115.33,101.17,3.6,0,0,0,True
1994-11-14,3259.5,3353.09,3344.07,3221.94,93.59,84.58,37.56,1,1,0,True
1994-11-15,3306.2,3364.96,3359.95,3267.26,58.77,53.75,38.94,1,1,1,True
1994-11-16,3278.2,3382.65,3384.92,3312.95,104.45,106.73,34.75,0,0,0,True
1994-11-17,3272.5,3396.86,3391.12,3264.57,124.37,118.62,7.93,0,0,1,True
1994-11-18,3286.7,3406.02,3389.65,3277.07,119.33,102.96,9.62,1,1,1,True
1994-11-21,3308.8,3412.84,3393.47,3283.48,104.04,84.67,25.31,1,1,0,True
1994-11-22,3286.3,3420.22,3404.51,3302.93,133.92,118.21,16.64,0,0,1,True
1994-11-23,3253.5,3423.87,3404.06,3287.06,170.38,150.57,33.56,0,0,0,True
1994-11-24,3276.0,3420.77,3391.1,3253.26,144.78,115.1,22.74,1,1,0,True
1994-11-25,3296.2,3417.59,3389.85,3278.07,121.39,93.65,18.13,1,1,1,True
1994-11-28,3298.4,3417.66,3398.38,3291.25,119.27,99.98,7.14,1,1,0,True
1994-11-29,3262.5,3419.85,3404.87,3301.54,157.35,142.37,39.04,0,0,0,True
1994-11-30,3287.1,3418.21,3395.65,3264.87,131.12,108.55,22.22,1,1,1,True
1994-12-01,3272.7,3417.98,3396.39,3289.48,145.28,123.7,16.78,0,0,0,True
1994-12-02,3290.6,3416.8,3394.24,3264.07,126.2,103.64,26.53,1,1,0,True
1994-12-05,3323.3,3417.62,3398.25,3293.76,94.32,74.96,29.53,1,1,1,True
1994-12-07,3318.9,3423.62,3412.22,3331.1,104.72,93.33,12.2,0,0,0,True
1994-12-09,3293.9,3430.82,3419.55,3313.23,136.93,125.66,19.33,0,0,1,True
